,Gender,Pedestrian_grp,Cross_Compliance,TOD,Crossing_time,Location,Cross_Speed,Age_grp
1484,Female,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1485,Female,Group,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,>60
1486,Female,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1487,Female,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1488,Female,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
1489,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
1490,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1491,Male,Group,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1492,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1493,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
1494,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1495,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1496,Male,Group,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,18-39
1497,Female,Group,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
1498,Female,Group,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,<18
1499,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
1500,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
1501,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
1502,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1503,Male,Group,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
1504,Male,Group,No,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
1505,Female,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1506,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1507,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1508,Male,Group,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1509,Male,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
1510,Male,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1511,Male,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1512,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1513,Female,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1514,Male,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
1515,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
1516,Male,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,40-59
1517,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
1518,Female,Single,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,40-59
1519,Female,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
1520,Female,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
1521,Female,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1522,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1523,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1524,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
1525,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1526,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1527,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1528,Male,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1529,Male,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
1530,Male,Group,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,>60
1531,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1532,Female,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1533,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1534,Female,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1535,Female,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
1536,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1537,Female,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
1538,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
1539,Female,Group,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1540,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1541,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1542,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1543,Female,Single,No,12:30-13:30,28,Lal bahadur shastri chawk, < 1,40-59
1544,Female,Group,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,18-39
1545,Female,Group,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,40-59
1546,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1547,Female,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
1548,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1549,Male,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
1550,Female,Group,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
1551,Female,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
1552,Male,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1553,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1554,Male,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
1555,Male,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1556,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1557,Male,Single,No,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
1558,Female,Single,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
1559,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
1560,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1561,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
1562,Male,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
1563,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1564,Male,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
1565,Male,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1566,Female,Single,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
1567,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,<18
1568,Male,Group,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,<18
1569,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
1570,Male,Group,No,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
1571,Male,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
1572,Male,Group,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1573,Female,Group,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1574,Female,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
1575,Female,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,>60
1576,Female,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1577,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1578,Female,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1579,Male,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
1580,Male,Group,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
1581,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1582,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1583,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1584,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1585,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1586,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1587,Female,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1588,Female,Group,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,>60
1589,Female,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,>60
1590,Female,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,>60
1591,Female,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
1592,Male,Single,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,>60
1593,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1594,Male,Group,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
1595,Male,Single,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1596,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1597,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1598,Male,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1599,Female,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
1600,Male,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1601,Male,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
1602,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1603,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1604,Female,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
1605,Female,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,40-59
1606,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1607,Male,Group,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
1608,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1609,Female,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
1610,Female,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,>60
1611,Female,Group,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,>60
1612,Female,Group,Yes,12:30-13:30,27,Lal bahadur shastri chawk, < 1,>60
1613,Female,Group,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
1614,Female,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1615,Female,Single,No,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
1616,Male,Group,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
1617,Male,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
1618,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1619,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1620,Male,Single,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,<18
1621,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1622,Male,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1623,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1624,Female,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1625,Female,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
1626,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1627,Female,Group,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
1628,Female,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
1629,Male,Group,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
1630,Male,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1631,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
1632,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
1633,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1634,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1635,Male,Group,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,18-39
1636,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
1637,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1638,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1639,Female,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
1640,Female,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
1641,Male,Single,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
1642,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1643,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1644,Male,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,18-39
1645,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
1646,Male,Group,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
1647,Female,Group,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,<18
1648,Female,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1649,Female,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
1650,Female,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
1651,Male,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1652,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1653,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1654,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
1655,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1656,Female,Group,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,40-59
1657,Female,Group,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
1658,Female,Group,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,>60
1659,Female,Group,No,12:30-13:30,26,Lal bahadur shastri chawk, < 1,>60
1660,Female,Group,No,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
1661,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
1662,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,40-59
1663,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,18-39
1664,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
1665,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
1666,Male,Single,Yes,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,>60
1667,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1668,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1669,Female,Single,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1670,Female,Group,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1671,Female,Group,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1672,Female,Group,Yes,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,40-59
1673,Female,Group,No,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
1674,Female,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
1675,Female,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1676,Male,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
1677,Male,Single,Yes,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1678,Female,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1679,Female,Group,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1680,Female,Single,No,12:30-13:30,23,Lal bahadur shastri chawk,1-1.2,18-39
1681,Male,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1682,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1683,Female,Single,No,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1684,Female,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1685,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
1686,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,<18
1687,Male,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1688,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1689,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1690,Male,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
1691,Female,Group,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,18-39
1692,Female,Group,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1693,Male,Group,Yes,12:30-13:30,15,Lal bahadur shastri chawk,>1.4,40-59
1694,Male,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
1695,Male,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1696,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,40-59
1697,Male,Group,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,>60
1698,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
1699,Female,Group,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,40-59
1700,Female,Single,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,18-39
1701,Female,Single,No,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,<18
1702,Male,Single,No,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1703,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1704,Male,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,18-39
1705,Male,Single,Yes,12:30-13:30,28,Lal bahadur shastri chawk, < 1,40-59
1706,Male,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,40-59
1707,Male,Single,Yes,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,>60
1708,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1709,Male,Single,Yes,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,>60
1710,Female,Single,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
1711,Female,Single,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1712,Female,Single,Yes,12:30-13:30,26,Lal bahadur shastri chawk, < 1,18-39
1713,Female,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
1714,Female,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,18-39
1715,Male,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1716,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1717,Male,Group,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
1718,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1719,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1720,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1721,Male,Group,No,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1722,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,40-59
1723,Male,Single,No,12:30-13:30,21,Lal bahadur shastri chawk,1-1.2,<18
1724,Male,Single,No,12:30-13:30,22,Lal bahadur shastri chawk,1-1.2,<18
1725,Female,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
1726,Female,Single,No,12:30-13:30,25,Lal bahadur shastri chawk, < 1,<18
1727,Male,Single,Yes,12:30-13:30,25,Lal bahadur shastri chawk, < 1,18-39
1728,Male,Single,Yes,12:30-13:30,29,Lal bahadur shastri chawk, < 1,18-39
1729,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
1730,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1731,Male,Group,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1732,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1733,Male,Group,No,12:30-13:30,24,Lal bahadur shastri chawk,1-1.2,>60
1734,Male,Single,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1735,Female,Single,No,12:30-13:30,17,Lal bahadur shastri chawk,>1.4,40-59
1736,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
1737,Male,Group,Yes,12:30-13:30,16,Lal bahadur shastri chawk,>1.4,>60
1738,Male,Group,Yes,12:30-13:30,14,Lal bahadur shastri chawk,>1.4,>60
1739,Male,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1740,Female,Group,Yes,12:30-13:30,18,Lal bahadur shastri chawk,1.2-1.4,40-59
1741,Male,Single,Yes,12:30-13:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
1742,Male,Single,Yes,12:30-13:30,20,Lal bahadur shastri chawk,1.2-1.4,18-39
1743,Male,Single,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1744,Male,Single,Yes,16:30-17:30,26,Lal bahadur shastri chawk, < 1,40-59
1745,Female,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1746,Female,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1747,Female,Group,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1748,Female,Single,Yes,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,>60
1749,Female,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
1750,Female,Single,Yes,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,>60
1751,Female,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
1752,Male,Group,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,>60
1753,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,40-59
1754,Male,Single,Yes,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,40-59
1755,Male,Single,Yes,16:30-17:30,14,Lal bahadur shastri chawk,>1.4,40-59
1756,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1757,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,<18
1758,Male,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1759,Male,Group,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,>60
1760,Female,Group,No,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,40-59
1761,Female,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,18-39
1762,Female,Single,No,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,<18
1763,Female,Single,No,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1764,Female,Group,Yes,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,40-59
1765,Female,Group,Yes,16:30-17:30,15,Lal bahadur shastri chawk,>1.4,>60
1766,Female,Group,No,16:30-17:30,16,Lal bahadur shastri chawk,>1.4,40-59
1767,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1768,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
1769,Male,Single,Yes,16:30-17:30,22,Lal bahadur shastri chawk,1-1.2,<18
1770,Male,Single,Yes,16:30-17:30,24,Lal bahadur shastri chawk,1-1.2,18-39
1771,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1772,Male,Single,Yes,16:30-17:30,21,Lal bahadur shastri chawk,1-1.2,18-39
1773,Male,Single,Yes,16:30-17:30,18,Lal bahadur shastri chawk,1.2-1.4,>60
1774,Male,Single,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1775,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,18-39
1776,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
1777,Female,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,<18
1778,Female,Group,No,16:30-17:30,17,Lal bahadur shastri chawk,>1.4,<18
1779,Female,Group,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
1780,Female,Group,No,16:30-17:30,27,Lal bahadur shastri chawk, < 1,18-39
1781,Female,Group,No,16:30-17:30,29,Lal bahadur shastri chawk, < 1,18-39
1782,Female,Group,No,16:30-17:30,29,Lal bahadur shastri chawk, < 1,40-59
1783,Female,Group,No,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,>60
1784,Female,Group,Yes,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,>60
1785,Male,Group,No,16:30-17:30,20,Lal bahadur shastri chawk,1.2-1.4,40-59
1786,Male,Single,Yes,16:30-17:30,19,Lal bahadur shastri chawk,1.2-1.4,40-59
