Count,gender,Age<18,Age18-39,Age40-59,Age>60,"group(alone-1,group-0)",Crossing Speed < 1,Crossing Speed_1-1.2,Crossing Speed_1.2-1.4,Crossing Speed>1.4,Compliance with traffic,time of the day,time taken,Location
1508,0,0,0,0,1,0,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1509,0,0,0,0,1,0,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
1510,1,0,0,0,1,0,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
1511,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
1512,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
1513,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
1514,0,0,0,1,0,1,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
1515,0,0,1,0,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
1516,0,1,0,0,0,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
1517,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
1518,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
1519,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
1520,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
1521,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
1522,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
1523,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
1524,1,0,0,0,1,0,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
1525,1,0,0,0,1,0,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
1526,1,0,0,0,1,0,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
1527,0,0,0,1,0,0,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1528,0,0,0,1,0,0,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
1529,0,0,1,0,0,0,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1530,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
1531,0,0,1,0,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
1532,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
1533,0,0,0,1,0,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
1534,1,0,0,1,0,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
1535,0,0,0,1,0,0,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
1536,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
1537,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
1538,0,0,0,0,1,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
1539,0,0,0,1,0,1,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
1540,0,0,1,0,0,0,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
1541,0,0,0,1,0,0,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
1542,1,0,0,1,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
1543,0,0,0,0,1,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
1544,1,0,0,0,1,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
1545,1,0,0,0,1,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
1546,0,0,0,0,1,0,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
1547,0,0,0,0,1,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
1548,1,0,0,0,1,0,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
1549,0,0,0,0,1,0,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1550,1,0,0,0,1,0,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
1551,1,0,0,1,0,0,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
1552,1,0,0,1,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
1553,1,0,0,1,0,1,0,0,0,1,0,12:30-1:30,16,Lal bahadur shastri chawk
1554,0,0,1,0,0,1,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
1555,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1556,0,0,1,0,0,0,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1557,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
1558,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
1559,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
1560,1,0,0,1,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
1561,1,0,0,1,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
1562,0,0,0,1,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
1563,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
1564,1,1,0,0,0,0,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
1565,1,1,0,0,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
1566,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,16,Lal bahadur shastri chawk
1567,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
1568,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,17,Lal bahadur shastri chawk
1569,0,0,0,1,0,0,0,0,0,1,0,12:30-1:30,17,Lal bahadur shastri chawk
1570,0,0,0,0,1,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
1571,0,0,0,0,1,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
1572,0,0,0,0,1,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1573,0,0,0,0,1,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
1574,0,0,0,1,0,0,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
1575,1,1,0,0,0,0,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
1576,1,0,1,0,0,0,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
1577,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
1578,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
1579,1,0,0,1,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
1580,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
1581,1,0,0,0,1,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
1582,0,0,0,0,1,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
1583,0,0,0,0,1,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
1584,0,0,0,0,1,0,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
1585,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
1586,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
1587,0,0,0,0,1,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
1588,1,0,0,0,1,1,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
1589,1,0,0,1,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
1590,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,14,Lal bahadur shastri chawk
1591,1,0,0,1,0,1,0,0,0,1,0,12:30-1:30,17,Lal bahadur shastri chawk
1592,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
1593,1,1,0,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
1594,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
1595,0,0,1,0,0,0,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
1596,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
1597,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
1598,0,0,0,1,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
1599,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
1600,0,0,0,1,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
1601,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
1602,0,1,0,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
1603,1,0,1,0,0,0,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
1604,1,0,1,0,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
1605,0,0,1,0,0,0,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
1606,0,0,0,0,1,0,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
1607,0,0,0,0,1,0,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
1608,0,0,0,0,1,0,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
