Count,gender,Age<18,Age18-39,Age40-59,Age>60,"group(alone-1,group-0)",Crossing Speed < 1,Crossing Speed_1-1.2,Crossing Speed_1.2-1.4,Crossing Speed>1.4,Compliance with traffic,time of the day,time taken,Location
3100,1,0,0,1,0,0,0,0,1,0,0,4:30-5:30,19,Lal bahadur shastri chawk
3101,1,0,0,0,1,0,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3102,1,0,0,0,1,1,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3103,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
3104,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3105,0,1,0,0,0,1,1,0,0,0,0,4:30-5:30,29,Lal bahadur shastri chawk
3106,1,0,1,0,0,1,1,0,0,0,1,4:30-5:30,29,Lal bahadur shastri chawk
3107,0,0,1,0,0,1,1,0,0,0,0,4:30-5:30,26,Lal bahadur shastri chawk
3108,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,22,Lal bahadur shastri chawk
3109,1,0,1,0,0,1,0,1,0,0,0,4:30-5:30,21,Lal bahadur shastri chawk
3110,1,0,0,1,0,1,0,0,0,1,1,4:30-5:30,16,Lal bahadur shastri chawk
3111,1,1,0,0,0,1,0,0,0,1,1,4:30-5:30,15,Lal bahadur shastri chawk
3112,1,1,0,0,0,0,0,0,0,1,0,4:30-5:30,16,Lal bahadur shastri chawk
3113,0,0,0,1,0,0,0,0,0,1,0,4:30-5:30,16,Lal bahadur shastri chawk
3114,0,0,1,0,0,0,0,0,0,1,0,4:30-5:30,15,Lal bahadur shastri chawk
3115,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,21,Lal bahadur shastri chawk
3116,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
3117,1,0,1,0,0,1,0,1,0,0,0,4:30-5:30,23,Lal bahadur shastri chawk
3118,1,0,0,0,1,1,1,0,0,0,1,4:30-5:30,28,Lal bahadur shastri chawk
3119,0,1,0,0,0,1,1,0,0,0,1,4:30-5:30,28,Lal bahadur shastri chawk
3120,1,1,0,0,0,1,1,0,0,0,1,4:30-5:30,25,Lal bahadur shastri chawk
3121,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,22,Lal bahadur shastri chawk
3122,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,21,Lal bahadur shastri chawk
3123,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3124,0,0,1,0,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3125,0,0,1,0,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3126,1,0,1,0,0,1,0,0,1,0,0,4:30-5:30,19,Lal bahadur shastri chawk
3127,1,1,0,0,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3128,1,1,0,0,0,1,0,0,1,0,1,4:30-5:30,19,Lal bahadur shastri chawk
3129,1,0,1,0,0,0,1,0,0,0,0,4:30-5:30,27,Lal bahadur shastri chawk
3130,1,0,1,0,0,0,1,0,0,0,0,4:30-5:30,26,Lal bahadur shastri chawk
3131,1,0,1,0,0,1,1,0,0,0,0,4:30-5:30,25,Lal bahadur shastri chawk
3132,1,0,0,1,0,1,1,0,0,0,1,4:30-5:30,29,Lal bahadur shastri chawk
3133,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,22,Lal bahadur shastri chawk
3134,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,22,Lal bahadur shastri chawk
3135,1,0,1,0,0,1,0,1,0,0,0,4:30-5:30,24,Lal bahadur shastri chawk
3136,0,0,1,0,0,1,0,1,0,0,1,4:30-5:30,22,Lal bahadur shastri chawk
3137,0,0,0,1,0,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
3138,1,0,0,1,0,1,0,0,0,1,1,4:30-5:30,17,Lal bahadur shastri chawk
3139,1,0,0,0,1,1,0,0,0,1,0,4:30-5:30,15,Lal bahadur shastri chawk
3140,1,0,0,1,0,0,0,0,0,1,0,4:30-5:30,16,Lal bahadur shastri chawk
3141,1,1,0,0,0,0,0,0,0,1,0,4:30-5:30,15,Lal bahadur shastri chawk
3142,1,1,0,0,0,1,1,0,0,0,1,4:30-5:30,29,Lal bahadur shastri chawk
3143,1,0,1,0,0,1,1,0,0,0,1,4:30-5:30,27,Lal bahadur shastri chawk
3144,1,0,1,0,0,1,1,0,0,0,1,4:30-5:30,26,Lal bahadur shastri chawk
3145,1,1,0,0,0,1,1,0,0,0,1,4:30-5:30,26,Lal bahadur shastri chawk
3146,1,1,0,0,0,1,1,0,0,0,1,4:30-5:30,28,Lal bahadur shastri chawk
3147,0,0,1,0,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3148,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,21,Lal bahadur shastri chawk
3149,1,0,1,0,0,1,0,1,0,0,0,4:30-5:30,22,Lal bahadur shastri chawk
3150,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3151,1,0,0,0,1,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
3152,1,0,0,1,0,0,0,0,1,0,0,4:30-5:30,20,Lal bahadur shastri chawk
3153,1,0,0,1,0,0,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3154,0,0,0,1,0,0,0,0,1,0,1,4:30-5:30,18,Lal bahadur shastri chawk
3155,1,1,0,0,0,1,0,0,0,1,0,4:30-5:30,16,Lal bahadur shastri chawk
3156,1,1,0,0,0,1,0,0,0,1,1,4:30-5:30,15,Lal bahadur shastri chawk
3157,1,0,1,0,0,1,0,0,0,1,0,4:30-5:30,16,Lal bahadur shastri chawk
3158,1,0,1,0,0,1,0,0,0,1,1,4:30-5:30,15,Lal bahadur shastri chawk
3159,1,1,0,0,0,1,0,0,0,1,1,4:30-5:30,15,Lal bahadur shastri chawk
3160,0,0,0,1,0,0,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3161,0,0,0,1,0,0,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3162,1,0,0,1,0,0,0,0,1,0,0,4:30-5:30,19,Lal bahadur shastri chawk
3163,1,0,0,0,1,0,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3164,1,0,1,0,0,1,0,0,1,0,1,4:30-5:30,19,Lal bahadur shastri chawk
3165,0,0,1,0,0,1,1,0,0,0,1,4:30-5:30,29,Lal bahadur shastri chawk
3166,1,0,1,0,0,1,1,0,0,0,1,4:30-5:30,27,Lal bahadur shastri chawk
3167,1,0,0,1,0,1,1,0,0,0,0,4:30-5:30,28,Lal bahadur shastri chawk
3168,1,0,0,1,0,1,1,0,0,0,1,4:30-5:30,27,Lal bahadur shastri chawk
3169,1,1,0,0,0,1,1,0,0,0,1,4:30-5:30,25,Lal bahadur shastri chawk
3170,1,1,0,0,0,1,1,0,0,0,0,4:30-5:30,28,Lal bahadur shastri chawk
3171,0,0,1,0,0,1,0,0,1,0,1,4:30-5:30,19,Lal bahadur shastri chawk
3172,0,0,1,0,0,1,0,0,1,0,1,4:30-5:30,18,Lal bahadur shastri chawk
3173,1,0,1,0,0,1,0,0,1,0,1,4:30-5:30,18,Lal bahadur shastri chawk
3174,1,0,0,1,0,1,0,0,1,0,1,4:30-5:30,19,Lal bahadur shastri chawk
3175,1,0,0,1,0,1,0,1,0,0,0,4:30-5:30,21,Lal bahadur shastri chawk
3176,1,0,1,0,0,1,0,1,0,0,0,4:30-5:30,21,Lal bahadur shastri chawk
3177,1,0,1,0,0,0,0,1,0,0,1,4:30-5:30,22,Lal bahadur shastri chawk
3178,0,0,1,0,0,0,0,0,1,0,0,4:30-5:30,20,Lal bahadur shastri chawk
3179,1,0,0,1,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3180,0,0,0,1,0,0,1,0,0,0,0,4:30-5:30,25,Lal bahadur shastri chawk
3181,1,0,0,0,1,1,1,0,0,0,1,4:30-5:30,29,Lal bahadur shastri chawk
3182,0,0,0,0,1,1,1,0,0,0,1,4:30-5:30,29,Lal bahadur shastri chawk
3183,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3184,0,0,0,1,0,1,0,1,0,0,0,4:30-5:30,21,Lal bahadur shastri chawk
3185,0,0,1,0,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3186,0,0,1,0,0,0,0,1,0,0,0,4:30-5:30,21,Lal bahadur shastri chawk
3187,0,0,1,0,0,0,0,1,0,0,0,4:30-5:30,24,Lal bahadur shastri chawk
3188,0,0,1,0,0,0,0,0,1,0,0,4:30-5:30,20,Lal bahadur shastri chawk
3189,1,1,0,0,0,1,0,0,1,0,1,4:30-5:30,19,Lal bahadur shastri chawk
3190,0,1,0,0,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3191,1,1,0,0,0,1,0,0,1,0,1,4:30-5:30,18,Lal bahadur shastri chawk
3192,1,1,0,0,0,1,0,0,1,0,0,4:30-5:30,20,Lal bahadur shastri chawk
3193,1,0,1,0,0,1,0,0,0,1,1,4:30-5:30,14,Lal bahadur shastri chawk
3194,0,0,1,0,0,1,0,0,0,1,0,4:30-5:30,16,Lal bahadur shastri chawk
3195,1,0,1,0,0,1,0,0,0,1,1,4:30-5:30,16,Lal bahadur shastri chawk
3196,0,0,1,0,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3197,1,0,1,0,0,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
3198,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3199,0,0,0,1,0,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
3200,1,0,0,1,0,1,0,1,0,0,1,4:30-5:30,24,Lal bahadur shastri chawk
3201,1,0,0,1,0,1,0,0,1,0,1,4:30-5:30,19,Lal bahadur shastri chawk
3202,1,0,0,1,0,1,0,0,1,0,0,4:30-5:30,20,Lal bahadur shastri chawk
3203,1,0,0,0,1,1,0,0,1,0,1,4:30-5:30,18,Lal bahadur shastri chawk
3204,1,0,0,0,1,0,1,0,0,0,1,4:30-5:30,28,Lal bahadur shastri chawk
3205,0,0,0,0,1,0,1,0,0,0,0,4:30-5:30,28,Lal bahadur shastri chawk
3206,0,0,1,0,0,1,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3207,0,0,1,0,0,1,0,0,1,0,0,4:30-5:30,18,Lal bahadur shastri chawk
3208,0,0,1,0,0,1,0,0,1,0,1,4:30-5:30,18,Lal bahadur shastri chawk
3209,1,0,1,0,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3210,1,0,1,0,0,1,0,0,1,0,1,4:30-5:30,20,Lal bahadur shastri chawk
3211,0,0,0,1,0,1,0,0,0,1,0,4:30-5:30,14,Lal bahadur shastri chawk
3212,1,0,0,1,0,1,0,0,0,1,1,4:30-5:30,16,Lal bahadur shastri chawk
3213,1,0,0,1,0,1,0,0,0,1,1,4:30-5:30,14,Lal bahadur shastri chawk
3214,1,1,0,0,0,1,1,0,0,0,1,4:30-5:30,28,Lal bahadur shastri chawk
3215,1,1,0,0,0,0,1,0,0,0,1,4:30-5:30,28,Lal bahadur shastri chawk
3216,1,1,0,0,0,0,1,0,0,0,1,4:30-5:30,27,Lal bahadur shastri chawk
3217,1,0,1,0,0,1,1,0,0,0,1,4:30-5:30,26,Lal bahadur shastri chawk
3218,1,0,0,1,0,1,0,0,0,1,1,8:30-9:30,16,Lal bahadur shastri chawk
3219,1,0,0,1,0,1,0,0,0,1,1,8:30-9:30,15,Lal bahadur shastri chawk
3220,1,0,0,1,0,1,0,0,1,0,1,8:30-9:30,18,Lal bahadur shastri chawk
3221,1,0,1,0,0,0,0,0,1,0,0,8:30-9:30,17,Lal bahadur shastri chawk
3222,0,0,1,0,0,0,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3223,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3224,0,0,1,0,0,1,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3225,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,25,Lal bahadur shastri chawk
3226,1,0,0,0,1,0,1,0,0,0,1,8:30-9:30,29,Lal bahadur shastri chawk
3227,1,0,0,0,1,0,1,0,0,0,0,8:30-9:30,29,Lal bahadur shastri chawk
3228,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3229,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,28,Lal bahadur shastri chawk
3230,0,0,1,0,0,1,0,0,0,1,0,8:30-9:30,15,Lal bahadur shastri chawk
3231,0,0,1,0,0,1,0,0,0,1,0,8:30-9:30,17,Lal bahadur shastri chawk
3232,1,1,0,0,0,0,0,0,0,1,0,8:30-9:30,17,Lal bahadur shastri chawk
3233,1,1,0,0,0,0,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3234,1,1,0,0,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3235,1,0,0,1,0,0,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3236,0,0,0,1,0,0,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3237,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3238,0,0,0,1,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3239,1,0,0,1,0,1,0,0,1,0,1,8:30-9:30,18,Lal bahadur shastri chawk
3240,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,17,Lal bahadur shastri chawk
3241,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3242,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3243,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3244,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3245,0,0,1,0,0,1,0,0,0,1,1,8:30-9:30,17,Lal bahadur shastri chawk
3246,0,0,1,0,0,1,0,0,0,1,0,8:30-9:30,17,Lal bahadur shastri chawk
3247,1,0,1,0,0,1,0,0,0,1,0,8:30-9:30,13,Lal bahadur shastri chawk
3248,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,28,Lal bahadur shastri chawk
3249,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,27,Lal bahadur shastri chawk
3250,1,0,1,0,0,0,1,0,0,0,1,8:30-9:30,29,Lal bahadur shastri chawk
3251,0,0,0,0,1,0,1,0,0,0,1,8:30-9:30,26,Lal bahadur shastri chawk
3252,0,0,0,0,1,1,1,0,0,0,0,8:30-9:30,27,Lal bahadur shastri chawk
3253,1,0,0,0,1,1,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3254,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3255,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3256,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3257,1,0,0,1,0,1,0,1,0,0,1,8:30-9:30,22,Lal bahadur shastri chawk
3258,1,0,0,0,0,0,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3259,1,1,0,0,0,0,0,1,0,0,0,8:30-9:30,22,Lal bahadur shastri chawk
3260,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3261,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3262,0,0,1,0,0,1,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3263,0,0,1,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3264,0,0,1,0,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3265,1,1,0,0,0,1,0,0,1,0,0,8:30-9:30,17,Lal bahadur shastri chawk
3266,1,1,0,0,0,1,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3267,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3268,0,1,0,0,0,1,1,0,0,0,0,8:30-9:30,27,Lal bahadur shastri chawk
3269,1,0,0,1,0,1,1,0,0,0,0,8:30-9:30,29,Lal bahadur shastri chawk
3270,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3271,1,0,0,1,0,0,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3272,1,0,0,1,0,0,0,1,0,0,0,8:30-9:30,22,Lal bahadur shastri chawk
3273,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3274,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3275,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,27,Lal bahadur shastri chawk
3276,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,29,Lal bahadur shastri chawk
3277,0,0,1,0,0,1,1,0,0,0,0,8:30-9:30,27,Lal bahadur shastri chawk
3278,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3279,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,18,Lal bahadur shastri chawk
3280,1,0,0,0,1,1,0,0,1,0,1,8:30-9:30,18,Lal bahadur shastri chawk
3281,1,0,0,0,1,1,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3282,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3283,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3284,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3285,1,1,0,0,0,1,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3286,0,0,1,0,0,1,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3287,0,0,1,0,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3288,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3289,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3290,1,0,1,0,0,1,0,0,0,1,1,8:30-9:30,17,Lal bahadur shastri chawk
3291,1,0,1,0,0,1,0,0,0,1,0,8:30-9:30,16,Lal bahadur shastri chawk
3292,1,1,0,0,0,1,0,0,0,1,0,8:30-9:30,17,Lal bahadur shastri chawk
3293,1,1,0,0,0,1,0,0,0,1,1,8:30-9:30,14,Lal bahadur shastri chawk
3294,1,0,0,1,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3295,1,0,0,1,0,1,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3296,0,0,0,1,0,0,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3297,1,0,0,1,0,0,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3298,0,0,0,1,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3299,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3300,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3301,1,0,1,0,0,0,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3302,1,0,1,0,0,0,1,0,0,0,1,8:30-9:30,25,Lal bahadur shastri chawk
3303,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3304,0,0,1,0,0,1,1,0,0,0,1,8:30-9:30,29,Lal bahadur shastri chawk
3305,1,0,0,0,1,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3306,1,0,0,0,1,1,1,0,0,0,1,8:30-9:30,25,Lal bahadur shastri chawk
3307,1,1,0,0,0,1,0,1,0,0,0,8:30-9:30,22,Lal bahadur shastri chawk
3308,1,1,0,0,0,1,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3309,1,1,0,0,0,1,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3310,1,0,1,0,0,0,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3311,0,0,1,0,0,0,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3312,0,0,1,0,0,0,0,1,0,0,1,8:30-9:30,22,Lal bahadur shastri chawk
3313,1,0,1,0,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3314,1,0,0,1,0,1,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3315,1,0,1,0,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3316,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,18,Lal bahadur shastri chawk
3317,1,0,0,1,0,1,0,0,1,0,1,8:30-9:30,18,Lal bahadur shastri chawk
3318,1,0,0,1,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3319,0,0,0,1,0,0,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3320,1,0,1,0,0,0,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3321,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3322,1,0,1,0,0,1,1,0,0,0,1,8:30-9:30,25,Lal bahadur shastri chawk
3323,1,0,1,0,0,1,1,0,0,0,0,8:30-9:30,28,Lal bahadur shastri chawk
3324,0,0,1,0,0,1,0,1,0,0,0,8:30-9:30,22,Lal bahadur shastri chawk
3325,0,0,1,0,0,1,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3326,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3327,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3328,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3329,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3330,1,0,0,1,0,0,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3331,1,1,0,0,1,1,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3332,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3333,1,0,0,1,0,1,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3334,1,0,0,0,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3335,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3336,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3337,0,0,1,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3338,0,0,1,0,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3339,1,0,1,0,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3340,1,0,1,0,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3341,1,0,1,0,0,1,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3342,1,0,0,1,0,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3343,1,0,0,1,0,0,1,0,0,0,0,8:30-9:30,27,Lal bahadur shastri chawk
3344,1,0,1,0,0,0,0,1,0,0,0,8:30-9:30,22,Lal bahadur shastri chawk
3345,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,24,Lal bahadur shastri chawk
3346,0,0,1,0,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3347,1,0,1,0,0,1,0,0,1,0,0,8:30-9:30,20,Lal bahadur shastri chawk
3348,1,1,0,0,0,1,0,0,1,0,0,8:30-9:30,19,Lal bahadur shastri chawk
3349,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3350,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3351,1,0,1,0,0,1,0,0,1,0,0,8:30-9:30,17,Lal bahadur shastri chawk
3352,0,0,1,0,0,1,0,0,1,0,1,8:30-9:30,17,Lal bahadur shastri chawk
3353,0,0,1,0,0,1,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3354,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3355,1,0,0,0,1,1,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3356,1,0,0,0,1,0,0,1,0,0,1,8:30-9:30,22,Lal bahadur shastri chawk
3357,1,0,0,1,0,0,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3358,1,0,0,1,0,1,0,1,0,0,0,8:30-9:30,23,Lal bahadur shastri chawk
3359,1,0,0,1,0,1,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3360,1,0,0,1,0,1,0,0,0,1,1,8:30-9:30,17,Lal bahadur shastri chawk
3361,0,0,0,1,0,1,0,0,0,1,1,8:30-9:30,16,Lal bahadur shastri chawk
3362,0,1,0,0,0,1,0,0,0,1,0,8:30-9:30,13,Lal bahadur shastri chawk
3363,1,1,0,0,0,1,1,0,0,0,0,8:30-9:30,29,Lal bahadur shastri chawk
3364,1,0,1,0,0,0,1,0,0,0,1,8:30-9:30,25,Lal bahadur shastri chawk
3365,1,0,1,0,0,0,1,0,0,0,1,8:30-9:30,27,Lal bahadur shastri chawk
3366,1,0,1,0,0,0,0,1,0,0,1,8:30-9:30,21,Lal bahadur shastri chawk
3367,1,0,1,0,0,0,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3368,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3369,1,0,1,0,0,1,0,1,0,0,0,8:30-9:30,21,Lal bahadur shastri chawk
3370,1,0,0,0,1,1,0,1,0,0,1,8:30-9:30,24,Lal bahadur shastri chawk
3371,1,0,0,0,1,1,0,1,0,0,1,8:30-9:30,23,Lal bahadur shastri chawk
3372,0,0,0,1,0,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3373,0,0,0,1,0,1,1,0,0,0,1,8:30-9:30,25,Lal bahadur shastri chawk
3374,1,0,0,1,0,1,1,0,0,0,0,8:30-9:30,25,Lal bahadur shastri chawk
3375,1,0,0,1,0,1,1,0,0,0,0,8:30-9:30,26,Lal bahadur shastri chawk
3376,1,0,0,1,0,0,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3377,1,1,0,0,0,0,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3378,1,1,0,0,0,0,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3379,1,1,0,0,0,1,0,0,1,0,1,8:30-9:30,19,Lal bahadur shastri chawk
3380,0,1,0,0,0,1,0,0,1,0,0,8:30-9:30,18,Lal bahadur shastri chawk
3381,0,1,0,0,0,1,0,0,1,0,1,8:30-9:30,20,Lal bahadur shastri chawk
3382,1,0,1,0,0,1,0,1,0,0,1,8:30-9:30,22,Lal bahadur shastri chawk
